employer,total_approvals,total_denials,years_active,latest_year,state,city,sponsor_score,total_petitions,approval_rate,employer_clean,top_roles,median_salary_all,total_lca_filings,role_category
BLUECROSS BLUESHIELD OF NORTH CARO,10,0,1,2019,NC,DURHAM,71.7,10,1.0,,,,,
KONICA MINOLTA BUS SOLUTIONS USA,10,0,1,2021,NJ,RAMSEY,71.7,10,1.0,,,,,
FLUZ FLUZ LLC,9,1,3,2022,NY,NEW YORK,71.7,10,0.9,,,,,
REHABCARE GROUP MANAGEMENT SERVICE,10,0,1,2020,KY,LOUISVILLE,71.7,10,1.0,,,,,
FLIGHT CENTRE TRAVEL GROUP USA INC,9,1,3,2022,NJ,MONTVALE,71.7,10,0.9,,,,,
QUESTAR ASSESSMENT INC,9,1,3,2021,MN,APPLE VALLEY,71.7,10,0.9,,,,,
REGED INC,9,1,3,2022,NC,MORRISVILLE,71.7,10,0.9,,,,,
JOHNSON BROS CORP A SOUTHLAND CO,9,1,3,2022,TX,GRAPEVINE,71.7,10,0.9,,,,,
24 ON PHYSICIANS P C,10,0,1,2019,GA,ALPHARETTA,71.7,10,1.0,,,,,
JOHNSON CONTROLS BATTERY GROUP INC,10,0,1,2019,WI,GLENDALE,71.7,10,1.0,,,,,
ENRICH TECHNOLOGY INC,10,0,1,2022,TX,COPPELL,71.7,10,1.0,ENRICH TECHNOLOGY INC,Software Engineer,120328.0,1.0,Software & IT
LITTLE SCHOLARS OF ARKANSAS FDN,10,0,1,2019,AR,LITTLE ROCK,71.7,10,1.0,,,,,
ST CATHERINE HOSPITAL,9,1,3,2021,KS,GARDEN CITY,71.7,10,0.9,,,,,
BOEHRINGER INGELHEIM USA CORP,9,1,3,2021,CT,RIDGEFIELD,71.7,10,0.9,,,,,
PEPPERDINE UNIV,10,0,1,2019,CA,MALIBU,71.7,10,1.0,,,,,
VANTIV LLC,10,0,1,2019,OH,CINCINNATI,71.7,10,1.0,,,,,
SAKS OFF 5TH LLC,10,0,1,2022,NY,NEW YORK,71.7,10,1.0,,,,,
W A FOOTE MEMORIAL HOSPITAL INC D/B/A HENRY FORD HEALTH,10,0,1,2022,MI,JACKSON,71.7,10,1.0,,,,,
ANN & ROBERT H LURIE CHILDRENS HOSPITAL OF CHICAGO,10,0,1,2023,IL,CHICAGO,71.7,10,1.0,,,,,
VINSON & ELKINS LLP,9,1,3,2023,NY,NEW YORK,71.7,10,0.9,,,,,
DEUTSCHE BANK TRUST CO AMERICAS,22,4,3,2021,NY,NEW YORK,71.7,26,0.846,,,,,
MULLENLOWE U S INC D/B/A MEDIAHUB,10,0,1,2022,MA,BOSTON,71.7,10,1.0,,,,,
INCANDESCENT TECHNOLOGIES INC,10,0,1,2023,NY,NEW YORK,71.7,10,1.0,,,,,
WINSTON & STRAWN LLP,9,1,3,2022,IL,CHICAGO,71.7,10,0.9,WINSTON & STRAWN LLP,Associate,215000.0,3.0,Legal
BROWN BROTHERS HARRIMAN & CO,29,2,1,2019,FL,MIAMI,71.7,31,0.935,,,,,
HONGKUN USA REAL ESTATE DEV LLC,9,1,3,2022,NY,NEW YORK,71.7,10,0.9,,,,,
WESTCHESTER MEDICAL CENTER ADVANCED PHYSICIAN SERVICES P C,10,0,1,2022,NY,HAWTHORNE,71.7,10,1.0,,,,,
HONDA DEVELOPMENT & MANUFACTURING,10,0,1,2021,OH,RAYMOND,71.7,10,1.0,,,,,
DIRECT ENERGY LP,22,4,3,2021,TX,HOUSTON,71.7,26,0.846,,,,,
SOUTHERN GLAZER S WINE & SPIRITS L,10,0,1,2019,FL,HOLLYWOOD,71.7,10,1.0,,,,,
KULICKE SOFFA INDUSTRIES INC,10,0,1,2019,PA,FORT WASHINGTON,71.7,10,1.0,,,,,
ASBURY AUTOMOTIVE GROUP INC,9,1,3,2022,GA,DULUTH,71.7,10,0.9,,,,,
TARGET GENERAL MERCHANDISE INC,9,1,3,2021,MN,MINNEAPOLIS,71.7,10,0.9,,,,,
WOLFSDORF ROSENTHAL LLP,9,1,3,2023,CA,SANTA MONICA,71.7,10,0.9,,,,,
DISTRICT 742 COMMUNITY SCHOOLS A/K,9,1,3,2022,MN,WAITE PARK,71.7,10,0.9,,,,,
VALLEY NATIONAL BANK DBA VALLEY BANK,10,0,1,2022,NJ,WAYNE,71.7,10,1.0,,,,,
CYBEREASON INC,9,1,3,2022,MA,BOSTON,71.7,10,0.9,,,,,
WESTERN RESERVE HEALTH EDUCATION,10,0,1,2019,OH,ADDYSTON,71.7,10,1.0,,,,,
HILL ROM COMPANY INC,9,1,3,2022,IN,BATESVILLE,71.7,10,0.9,,,,,
ASM TECHNOLOGIES LIMITED,9,1,3,2022,IL,NAPERVILLE,71.7,10,0.9,,,,,
AMG TECHNOLOGY LLC,29,6,3,2022,NJ,EMERSON,71.7,35,0.829,,,,,
WONDERBOTZ LLP,9,1,3,2021,NV,LAS VEGAS,71.7,10,0.9,,,,,
WONTON FOOD INC,9,1,3,2022,NY,BROOKLYN,71.7,10,0.9,,,,,
DESIMONE CONS ENGRG GR LLC DBA DES,10,0,1,2019,NY,NEW YORK,71.7,10,1.0,,,,,
SUBURBAN PHARMACY LTC INC DBA SUBU,9,1,3,2021,CT,WEST HARTFORD,71.7,10,0.9,,,,,
WOODWELL CLIMATE RESEARCH CENTER INC,10,0,1,2022,MA,FALMOUTH,71.7,10,1.0,,,,,
TRUSOFT SOLUTIONS LLC,8,2,5,2023,GA,DULUTH,71.7,10,0.8,,,,,
ARKHYA TECH INC,9,1,3,2023,VA,HERNDON,71.7,10,0.9,,,,,
CHARLES RIVER LABORATORIES ASHLAND,9,1,3,2022,OH,ASHLAND,71.7,10,0.9,,,,,
IMPACT CONSULTING SOLUTIONS INC,9,1,3,2022,PA,PITTSBURGH,71.7,10,0.9,,,,,
O3 TECHNOLOGY SOLUTIONS LLC,9,1,3,2023,NY,NEW YORK,71.7,10,0.9,,,,,
DATASTAFF INC,9,1,3,2022,NC,RALEIGH,71.7,10,0.9,,,,,
WESTERN MICHIGAN UNIV,10,0,1,2022,MI,KALAMAZOO,71.7,10,1.0,,,,,
ARDORITSOLUTIONS INC,33,10,4,2022,NC,CHARLOTTE,71.7,43,0.767,,,,,
OCCIDENTAL PETROLEUM CORP,10,0,1,2020,TX,HOUSTON,71.7,10,1.0,,,,,
OCHER TECHNOLOGY GROUP LLC,10,0,1,2022,GA,ALPHARETTA,71.7,10,1.0,,,,,
OCONNOR CONSTRUCTION MGMT INC,10,0,1,2019,CA,IRVINE,71.7,10,1.0,,,,,
IMPLICO INC,9,1,3,2022,PA,PLYMOUTH MEETING,71.7,10,0.9,,,,,
WIEL GOTSHAL & MANGES LLP,10,0,1,2019,DC,NEW YORK,71.7,10,1.0,,,,,
VICTORIAS SECRET DIRECT BRAND MANA,10,0,1,2021,OH,COLUMBUS,71.7,10,1.0,,,,,
INBOUND-PARTNERS LLC,10,0,1,2021,IL,CHICAGO,71.7,10,1.0,,,,,
CONTINENTAL ADVANCED LIDAR SOLUTIO,9,1,3,2021,MI,AUBURN HILLS,71.7,10,0.9,,,,,
UNIV OF CENTRAL ARKANSAS,10,0,1,2021,AR,CONWAY,71.7,10,1.0,,,,,
APSI CONSTRUCTION MANAGEMENT,9,1,3,2022,CA,IRVINE,71.7,10,0.9,APSI CONSTRUCTION MANAGEMENT,Cost Controller Ii,127000.0,1.0,Management
NUCOR STEEL BRANDENBURG,10,0,1,2021,AR,BLYTHEVILLE,71.7,10,1.0,,,,,
SANFORD SCHOOL OF MEDICINE OF THE UNIV OF SD RESIDENCY CORP,10,0,1,2022,SD,SIOUX FALLS,71.7,10,1.0,,,,,
SYSTIME COMPUTER CORP DBA KPIT,36,3,1,2019,NJ,EDISON,71.7,39,0.923,,,,,
DELUXE ONE LLC,9,1,3,2021,CA,BURBANK,71.7,10,0.9,,,,,
UNIV OF DETROIT MERCY,10,0,1,2019,MI,DETROIT,71.7,10,1.0,,,,,
INTERACTIVE STRENGTH INC D/B/A FORME LIFE,10,0,1,2022,NV,CARSON CITY,71.7,10,1.0,,,,,
UNIV OF GUAM,10,0,1,2021,GU,MANGILAO,71.7,10,1.0,,,,,
APOGEE MEDICAL GROUP NC PC,10,0,1,2020,TX,DALLAS,71.7,10,1.0,,,,,
NTT MANAGED SERVICES AMERICAS,10,0,1,2021,MI,SOUTHFIELD,71.7,10,1.0,,,,,
WENDROFF & ASSOCIATES LLC,9,1,3,2022,VA,ARLINGTON,71.7,10,0.9,,,,,
SMITHSONIAN ASTROPHYSICAL OBSERVAT,10,0,1,2019,MA,CAMBRIDGE,71.7,10,1.0,,,,,
ULTEIG ENGINEERS INC,9,1,3,2022,ND,FARGO,71.7,10,0.9,,,,,
NEXCRUIT IT SERVICES LLC,33,10,4,2023,TX,IRVING,71.7,43,0.767,,,,,
SOUTH DAKOTA SCH OF MINES AND TECH,10,0,1,2019,SD,RAPID CITY,71.7,10,1.0,,,,,
UNION APARTMENT LLC,9,1,3,2023,CA,LOS ANGELES,71.7,10,0.9,,,,,
PERFECT SENSE INC,9,1,3,2021,VA,RESTON,71.7,10,0.9,,,,,
PERFECT SENSE INC DBA BRIGHTSPOT,9,1,3,2023,VA,RESTON,71.7,10,0.9,,,,,
CONCURRENCY INC,8,2,5,2023,WI,BROOKFIELD,71.7,10,0.8,,,,,
PETAIO INC,9,1,3,2021,CA,SANTA CLARA,71.7,10,0.9,,,,,
TONE HOME HEALTH SERVICES INC,9,1,3,2023,MI,FARMINGTON,71.7,10,0.9,,,,,
UNITED FOODS INTERNATIONAL USA INC,9,1,3,2022,CA,HAYWARD,71.7,10,0.9,,,,,
COUPA SOFTWARE INCORPORATED,34,5,2,2020,CA,SAN MATEO,71.7,39,0.872,,,,,
LA CLINICA DE FAMILIA INC,9,1,3,2022,NM,LAS CRUCES,71.7,10,0.9,,,,,
INSTITUTIONAL INVESTOR LLC,9,1,3,2021,NY,NEW YORK,71.7,10,0.9,,,,,
EDUCATIONDYNAMICS LLC,9,1,3,2022,NJ,HOBOKEN,71.7,10,0.9,,,,,
EDVENSWA TECH INC,29,2,1,2023,CA,SAN JOSE,71.7,31,0.935,EDVENSWA TECH INC,Software Engineer,103272.0,3.0,Software & IT
PINGPONG GLOBAL SOLUTIONS INC,8,2,5,2023,CA,SAN MATEO,71.7,10,0.8,,,,,
RR SOLUTIONS INC,9,1,3,2022,NJ,PARSIPPANY,71.7,10,0.9,,,,,
NEW ENGLAND INPATIENT SPECIALISTS,10,0,1,2021,MA,NORTH ANDOVER,71.7,10,1.0,NEW ENGLAND INPATIENT SPECIALISTS,Hospitalist,245000.0,1.0,Healthcare
ALBEA THOMASTON INC,9,1,3,2021,CT,THOMASTON,71.7,10,0.9,,,,,
ELICC AMERICAS CORPORATION,9,1,3,2023,CA,POWAY,71.7,10,0.9,ELICC AMERICAS CORPORATION,"Financial Analyst, Project Manaer, Industrial Engineers, Engineering Manager",89398.0,5.0,Engineering
PLASTIC OMNIUM LIGHTING SYSTEMS INC USA,10,0,1,2023,TN,HENDERSONVILLE,71.7,10,1.0,,,,,
LG ELECTRONICS MOBILE RESEARCH USA,10,0,1,2020,IL,LINCOLNSHIRE,71.7,10,1.0,,,,,
GREENBAX INC DBA ZIP,10,0,1,2022,CA,SAN FRANCISCO,71.7,10,1.0,,,,,
GREAT WEST LIFE ANNUITY INSUR CO,10,0,1,2019,CO,ENGLEWOOD,71.7,10,1.0,,,,,
GREAT WAY TRADING & TRANSPORTATION,9,1,3,2021,CA,UNION CITY,71.7,10,0.9,,,,,
CA DEPT OF CORRECTIONS & REHABILIT,10,0,1,2021,CA,ELK GROVE,71.7,10,1.0,,,,,
AURBETA CONSULTING SERVICES INC,9,1,3,2023,GA,ALPHARETTA,71.7,10,0.9,,,,,
SOUND PHYSICIANS OF IL LLC D/B/A S,10,0,1,2021,WA,TACOMA,71.7,10,1.0,,,,,
NEVADA POWER CO DBA NV ENERGY,10,0,1,2021,NV,LAS VEGAS,71.7,10,1.0,,,,,
LAKEPHARMA INC,9,1,3,2021,CA,BELMONT,71.7,10,0.9,,,,,
NETEASE INFO TECH CORP,10,0,1,2019,CA,BRISBANE,71.7,10,1.0,,,,,
CHINA MOBILE INTL USA INC,9,1,3,2023,CA,SAN JOSE,71.7,10,0.9,,,,,
SUMMIT MEDICAL GRP D/B/A ST ELIZAB,10,0,1,2019,KY,CRESTVIEW HILLS,71.7,10,1.0,,,,,
BOTKEEPER INC,9,1,3,2023,MA,BOSTON,71.7,10,0.9,,,,,
UNIV OF NORTH TEXAS,10,0,1,2021,TX,DENTON,71.7,10,1.0,,,,,
HELLA ELECTRONICS CORP,10,0,1,2019,MI,FLORA,71.7,10,1.0,,,,,
HEARTLAND EMPLOYMENT SERVICES LLC D B A PROMEDICA SENIOR CARE,10,0,1,2022,OH,TOLEDO,71.7,10,1.0,,,,,
DSW INC,29,2,1,2019,OH,COLUMBUS,71.7,31,0.935,,,,,
AMERICAN BANKERS INSURANCE COMPANY OF FLORIDA ABIC,10,0,1,2023,GA,ATLANTA,71.7,10,1.0,,,,,
DXC TECHOLOGY SERVICES LLC,72,10,1,2019,VA,MC LEAN,71.7,82,0.878,,,,,
INFOVISION21 INC,9,1,3,2022,OH,DUBLIN,71.7,10,0.9,,,,,
WORTHINGTON INDUSTRIES,10,0,1,2019,OH,COLUMBUS,71.7,10,1.0,,,,,
MATRIX RESOURCES,10,0,1,2023,GA,ATLANTA,71.7,10,1.0,MATRIX RESOURCES,"Asp.Net Developer, Software Engineer, Data Analyst, Consultant, Senior Java Developer",122283.0,7.0,Software & IT
INTERNATION INFO TECH INC DBA NATL,10,0,1,2021,NJ,PISCATAWAY,71.7,10,1.0,,,,,
SCVNGR INC D B A LEVELUP,10,0,1,2022,IL,CHICAGO,71.7,10,1.0,,,,,
TRADE TERMINAL INC,8,2,5,2023,CA,SAN JOSE,71.7,10,0.8,,,,,
CSL BEHRING L L C,10,0,1,2023,PA,KING OF PRUSSIA,71.7,10,1.0,,,,,
BUSINESS INTELLIGENCE SOLUTIONS IN,18,3,3,2022,VA,HERNDON,71.6,21,0.857,,,,,
WHOLE FOODS MARKET SVCS INC,21,1,1,2019,TX,AUSTIN,71.6,22,0.955,,,,,
TRINITY ENVISION BUSINESS SERVICES LLC,21,1,1,2023,TX,PLANO,71.6,22,0.955,TRINITY ENVISION BUSINESS SERVICES LLC,QA Engineer,89690.0,1.0,Software & IT
CSG SYSTEMS INC D B A CSG INTERNAT,21,1,1,2019,NE,ELKHORN,71.6,22,0.955,,,,,
BECHTEL ENERGY INC BECHTEL OIL GAS,21,1,1,2022,TX,HOUSTON,71.6,22,0.955,,,,,
METMOX INC,18,3,3,2021,IL,SCHAUMBURG,71.6,21,0.857,,,,,
SOFTPATH TECHNOLOGIES LLC,92,51,5,2023,MI,LIVONIA,71.6,143,0.643,SOFTPATH TECHNOLOGIES LLC,Software Engineer,99694.0,7.0,Software & IT
VENSITI INC,18,6,5,2023,TX,IRVING,71.6,24,0.75,,,,,
SAMHITHMED PRO INC,18,3,3,2022,MI,BIRCH RUN,71.6,21,0.857,,,,,
LOGISTIC SOLUTIONS INC,42,14,4,2023,NJ,PISCATAWAY,71.6,56,0.75,,,,,
IHS GLOBAL INC D/B/A IHS MARKIT,21,1,1,2019,NY,NEW YORK,71.6,22,0.955,,,,,
CHETU INC,18,6,5,2023,FL,FORT LAUDERDALE,71.6,24,0.75,,,,,
ACADEMY LTD D/B/A ACADEMY SPORTS OUTDOORS,21,1,1,2022,TX,KATY,71.6,22,0.955,,,,,
ZEF SCIENTIFIC INC,18,6,5,2023,CA,SAN DIEGO,71.6,24,0.75,,,,,
GURUS IT SERVICES LLC,18,6,5,2023,NJ,NORTH BRUNSWICK,71.6,24,0.75,,,,,
RESTAURANT BRANDS INTL US SVCS LLC,13,1,2,2022,FL,MIAMI,71.5,14,0.929,,,,,
CLIENTSERVER TECHNOLOGY SOLUTIONS,73,16,2,2020,NJ,ISELIN,71.5,89,0.82,,,,,
AURA SUB LLC,13,1,2,2023,MA,BOSTON,71.5,14,0.929,,,,,
THE FIDELIS GROUP,19,2,2,2021,NJ,LITTLE FERRY,71.5,21,0.905,,,,,
INFOTEK GROUPS INC,20,7,5,2023,NC,DURHAM,71.5,27,0.741,INFOTEK GROUPS INC,Software Engineer,102346.0,2.0,Software & IT
NEW ENGLAND INPATIENT SPCS LLC,19,2,2,2020,MA,NORTH ANDOVER,71.5,21,0.905,,,,,
MERCER HEALTH & BENEFITS LLC,13,1,2,2020,NJ,HOBOKEN,71.5,14,0.929,MERCER HEALTH & BENEFITS LLC,Consultant,105000.0,2.0,Software & IT
BRAINWARE INC,25,7,4,2023,NJ,BRIDGEWATER,71.5,32,0.781,,,,,
RAPIDIT-CLOUDBERA INC,13,1,2,2021,GA,ALPHARETTA,71.5,14,0.929,,,,,
INPATIENT SPECIALISTS OF CALIFORNI,13,1,2,2022,WA,TACOMA,71.5,14,0.929,,,,,
INTERCONTIENTAL EXCHANGE HOLDINGS,79,12,1,2019,GA,ATLANTA,71.5,91,0.868,,,,,
SUNVALLEYTEK INTERNATIONAL INC,13,1,2,2021,CA,FREMONT,71.5,14,0.929,,,,,
ONUR ULGEN INC,13,1,2,2020,MI,DEARBORN,71.5,14,0.929,,,,,
IM FLASH TECHNOLOGIES LLC,29,4,2,2020,ID,BOISE,71.5,33,0.879,,,,,
CABLE & WIRELESS COMMUNICATIONS IN,13,1,2,2020,FL,MIAMI,71.5,14,0.929,,,,,
SHELL EXPLORATION AND PRODUCTION C,13,1,2,2022,TX,HOUSTON,71.5,14,0.929,,,,,
WORLD JOINT CORP DBA IACE TRAVEL,13,1,2,2021,NY,NEW YORK,71.5,14,0.929,,,,,
COMPULINK MGT CTR INC DBA LASERFIC,13,1,2,2023,CA,LONG BEACH,71.5,14,0.929,,,,,
AADHYA INFOTECH LLC,13,1,2,2023,NC,CHARLOTTE,71.5,14,0.929,AADHYA INFOTECH LLC,"Software Engineer, Software Developement Engineer In Test, DevOps Engineer",83900.0,8.0,Software & IT
PADILLA AND COMPANY LLP,13,1,2,2022,NY,JAMAICA,71.5,14,0.929,,,,,
S3STAFFINGUSA INC,13,1,2,2023,MI,FARMINGTON,71.5,14,0.929,S3STAFFINGUSA INC,"Software Engineer, Controls Engineer, Supply Chain Manager",99840.0,3.0,Engineering
DIWO LLC,13,1,2,2021,MI,NORTHVILLE,71.5,14,0.929,,,,,
BENAROYA RESEARCH INSTITUTE AT VIR,13,1,2,2022,WA,SEATTLE,71.5,14,0.929,,,,,
UNIVERSITY OF NORTH TEXAS HEALTH SCIENCE CENTER,13,1,2,2023,TX,FORT WORTH,71.5,14,0.929,,,,,
TRELLIS TECHNOLOGY SOLUTIONS LLC,20,7,5,2023,TX,IRVING,71.5,27,0.741,TRELLIS TECHNOLOGY SOLUTIONS LLC,Software Engineer,82056.0,3.0,Software & IT
TATE & LYLE INGREDIENTS AMERICAS L,13,1,2,2020,IL,DECATUR,71.5,14,0.929,,,,,
ECLAT INTEGRATED SOFTWARE SOLUTION,19,2,2,2021,TX,STAFFORD,71.5,21,0.905,,,,,
S9 ARCHITECTURE & ENGINEERING PC,13,1,2,2021,NY,NEW YORK,71.5,14,0.929,,,,,
THALES E SECURITY INC,13,1,2,2020,FL,FORT LAUDERDALE,71.5,14,0.929,,,,,
PROSPECT INFOSYSTEM INC,13,1,2,2023,MO,CHESTERFIELD,71.5,14,0.929,,,,,
GUIDEPOST A LLC DBA GUIDEPOST MONT,13,1,2,2022,CA,LAKE FOREST,71.5,14,0.929,,,,,
STREAMVECTOR INC D B A SIGMOID ANALYTICS,13,1,2,2023,NJ,JERSEY CITY,71.5,14,0.929,,,,,
NAIVA SOLUTIONS INC,20,7,5,2023,DE,NEWARK,71.5,27,0.741,NAIVA SOLUTIONS INC,Software Engineer,89939.0,1.0,Software & IT
JOHN H STROGER HOSPTIAL OF COOK CO,13,1,2,2022,IL,CHICAGO,71.5,14,0.929,,,,,
JANUS MANAGEMENT HOLDINGS CORPORAT,13,1,2,2022,CO,DENVER,71.5,14,0.929,,,,,
AKA ENTERPRISE SOLUTIONS INC,13,1,2,2020,NY,NEW YORK,71.5,14,0.929,,,,,
ENCORA DIGITAL INC,13,1,2,2022,AZ,SCOTTSDALE,71.5,14,0.929,,,,,
BUSINESS INTELLIGENCE SOLUTIONS INC,13,1,2,2023,VA,HERNDON,71.5,14,0.929,BUSINESS INTELLIGENCE SOLUTIONS INC,"Etl Developer, Aws Data Warehouse Developer, Bi Developer, Oracle Business Intelligence Developer, Sql Bi Developer",101200.0,9.0,Software & IT
QUINN EMANUEL URQUHART & SULLIVAN,13,1,2,2020,CA,LOS ANGELES,71.5,14,0.929,QUINN EMANUEL URQUHART & SULLIVAN,"Associate, Law Clerk",215000.0,3.0,Legal
NOVELTY INFOTECH INC,39,17,5,2023,GA,ALPHARETTA,71.4,56,0.696,,,,,
TEKREANT INC,62,31,5,2023,TX,IRVING,71.4,93,0.667,TEKREANT INC,"Systems Engineer, Consultant, Data Scientist, Program Manager, It Systems Engineer",91562.0,9.0,Software & IT
KLICK OASIS SYSTEMS INC,24,9,5,2023,TX,GRAPEVINE,71.4,33,0.727,KLICK OASIS SYSTEMS INC,"Sap Developer, Data Engineer, Software Engineer, Data Analyst",101192.0,6.0,Software & IT
CSM SOFTWARE USA LLC,28,2,1,2019,MI,LIVONIA,71.4,30,0.933,,,,,
CGINFOSYS LLC,25,5,3,2021,TX,IRVING,71.4,30,0.833,,,,,
NEVONEX IT SOLUTIONS INC,24,3,2,2023,FL,FORT MYERS,71.4,27,0.889,NEVONEX IT SOLUTIONS INC,Software Engineer,101192.0,5.0,Software & IT
CARILION MED CTR,9,0,1,2019,VA,ROANOKE,71.3,9,1.0,,,,,
CASTLETON COMMODITIES MANAGEMENT SERVICES LLC,9,0,1,2022,CT,STAMFORD,71.3,9,1.0,CASTLETON COMMODITIES MANAGEMENT SERVICES LLC,"Data Engineer, Associate Director, Strategic Initiative",158000.0,2.0,Engineering
BOMBARDIER TRANSPORTATION USA INC,9,0,1,2019,PA,PITTSBURGH,71.3,9,1.0,,,,,
LEO BURNETT COMPANY INC,10,2,4,2023,IL,CHICAGO,71.3,12,0.833,,,,,
BOMBARDIER TRANSPORTATION HOLDINGS USA INC C/D/B/A ALSTOM,9,0,1,2023,PA,PITTSBURGH,71.3,9,1.0,,,,,
SNG INFOTECH LLC,9,0,1,2021,FL,HAINES CITY,71.3,9,1.0,,,,,
C&D ZODIAC INC,9,0,1,2019,CA,HUNTINGTON BEACH,71.3,9,1.0,,,,,
MAERSK AGENCY U S A INC,9,0,1,2022,NJ,FLORHAM PARK,71.3,9,1.0,,,,,
CANOESYS INC,10,2,4,2022,IL,ROLLING MEADOWS,71.3,12,0.833,,,,,
VALLEY CHILDREN S PRIMARY CARE GRO,9,0,1,2020,CA,MADERA,71.3,9,1.0,,,,,
CALIFORNIA STATE UNIVERSITY FULLER,20,1,1,2019,CA,FULLERTON,71.3,21,0.952,,,,,
CENTRA HLTH INC D/B/A CENTRA COLLE,9,0,1,2022,VA,LYNCHBURG,71.3,9,1.0,,,,,
CENTILLION SOLUTIONS LLC,10,2,4,2023,GA,CUMMING,71.3,12,0.833,CENTILLION SOLUTIONS LLC,Design Engineer,78000.0,2.0,Design & Media
SITIME CORP,9,0,1,2022,CA,SANTA CLARA,71.3,9,1.0,,,,,
MEDICAL UNIVERSITY OF SC & AFFIL,9,0,1,2022,SC,CHARLESTON,71.3,9,1.0,,,,,
MARCUM ASIA CPAS LLP,9,0,1,2023,NY,NEW YORK,71.3,9,1.0,MARCUM ASIA CPAS LLP,"Associate Auditor, Accountant",91520.0,2.0,Finance & Business
CARE COM INC,9,0,1,2022,MA,AUSTIN,71.3,9,1.0,,,,,
MASSACHUSETTS EYE AND EAR INFIRMARY,9,0,1,2023,MA,SOMERVILLE,71.3,9,1.0,MASSACHUSETTS EYE AND EAR INFIRMARY,"Research Fellow, Research Scientist, Scientific Associate Ii, Biostatistician",61056.0,6.0,Data & Research
MANJU SOFTWARE SOLUTIONS INC,10,2,4,2022,TX,MCKINNEY,71.3,12,0.833,MANJU SOFTWARE SOLUTIONS INC,Software Engineer,100048.0,2.0,Software & IT
SOFTTHINK SOLUTIONS,9,0,1,2021,VA,HERNDON,71.3,9,1.0,,,,,
MANDIANT INC,20,1,1,2022,CA,MILPITAS,71.3,21,0.952,,,,,
SOUTHERN IL UNIV SCH OF MEDICINE,9,0,1,2022,IL,CARBONDALE,71.3,9,1.0,,,,,
LOMA LINDA INLAND EMPIRE CONSORTIUM FOR HEALTHCARE EDUCATION D B A LOMA LINDA UNIV HEALTHCARE EDUCATION CONSORTIUM,9,0,1,2023,CA,SAN BERNARDINO,71.3,9,1.0,,,,,
MARELLI HOLDING USA LLC,9,0,1,2020,MI,AUBURN HILLS,71.3,9,1.0,,,,,
LEGEND BIOTECH,9,0,1,2023,NJ,SOMERSET,71.3,9,1.0,,,,,
SOUTHERN CONNECTICUT STATE UNIVERS,9,0,1,2019,CT,NEW HAVEN,71.3,9,1.0,,,,,
MARK DAVID LEVINE M D PROFESSIONAL CORPORATION,9,0,1,2022,CA,SACRAMENTO,71.3,9,1.0,,,,,
LANGAN ENGINEERING ENVIRONMENTAL,9,0,1,2020,NJ,PARSIPPANY,71.3,9,1.0,,,,,
BRADFORD GALT INC,9,0,1,2019,MO,SAINT LOUIS,71.3,9,1.0,,,,,
LUCILE PACKARD CHILDREN S HOSPITAL,9,0,1,2021,CA,MENLO PARK,71.3,9,1.0,,,,,
CARIAD INC,9,0,1,2023,VA,HERNDON,71.3,9,1.0,,,,,
SLASHSUPPORT INC,64,19,3,2023,CA,MILPITAS,71.3,83,0.771,,,,,
LAN CARGO SA,10,2,4,2022,FL,MIAMI,71.3,12,0.833,,,,,
CHRISTIANA CARE HLTH SVCS INC,9,0,1,2019,DE,NEW CASTLE,71.3,9,1.0,,,,,
INCLUDED HEALTH INC F/K/A GRAND ROUNDS INC,9,0,1,2022,CA,SAN FRANCISCO,71.3,9,1.0,,,,,
PHOENIX SATELLITE TV US INC,10,2,4,2023,CA,BALDWIN PARK,71.3,12,0.833,,,,,
COUNTY OF SANTA CRUZ NOGALES,9,0,1,2019,AZ,NOGALES,71.3,9,1.0,,,,,
TECHASPECT SOLUTIONS LLC,9,0,1,2023,MI,TROY,71.3,9,1.0,,,,,
INSTART LOGIC INC,9,0,1,2019,CA,PALO ALTO,71.3,9,1.0,,,,,
HEALTHGRADES OPERATING COMPANY INC,9,0,1,2021,CO,DENVER,71.3,9,1.0,,,,,
AUSTIN PEAY STATE UNIV,9,0,1,2020,TN,CLARKSVILLE,71.3,9,1.0,,,,,
QUALITY CONTROL LABORATORIES LLC,10,2,4,2022,NY,WOODSIDE,71.3,12,0.833,QUALITY CONTROL LABORATORIES LLC,Quality Engineer,60798.0,1.0,Engineering
INSIKT INC,9,0,1,2019,CA,SAN FRANCISCO,71.3,9,1.0,,,,,
QUADRO PARTNERS INC D B A CADRE,9,0,1,2022,NY,NEW YORK,71.3,9,1.0,,,,,
AURA SPACE TELESCOPE SCIENCE INSTI,9,0,1,2022,AZ,HILO,71.3,9,1.0,,,,,
AUDENTES THERAPEUTICS INC,10,2,4,2023,CA,NORTHBROOK,71.3,12,0.833,,,,,
AUCTANE INC FKA STAMPS COM INC,9,0,1,2023,CA,EL SEGUNDO,71.3,9,1.0,,,,,
SAN FRANCISCO HLTH AUTHORITY DBA S,9,0,1,2021,CA,SAN FRANCISCO,71.3,9,1.0,,,,,
PARKER HANNIFIN CORP,20,1,1,2019,OH,CLEVELAND,71.3,21,0.952,,,,,
NEXTGEN GLOBAL RESOURCES,9,0,1,2021,IL,CHICAGO,71.3,9,1.0,,,,,
